dose,dose,La dose de médicament prescrite par le médecin doit être strictement suivie.
réveil,alarm clock,J'ai acheté un nouveau réveil ce matin.
intelligence,intelligence,J'ai utilisé toute mon intelligence pour résoudre ce problème complexe.
liquide,liquid,Le liquide contenu dans la bouteille reflète la lumière du soleil.
veuf,widower,Je suis veuf depuis dix ans.
bisou,Kiss,Je t'envoie un bisou.
transférer,to transfer,Je transfère mes fichiers sur le nouveau serveur.
u,u (the letter U),La lettre U se trouve entre le T et le V dans l'alphabet français.
dégoûter,to disgust,Vous me dégoûtez avec vos critiques incessantes.
personnellement,personally,"Personnellement, je préfère le thé au café."
