rang,row,Je me suis assis au premier rang pour mieux voir le spectacle.
vous-même,yourself,Faites-le vous-même pour garantir la qualité du travail.
maire,Mayor,Le maire a annoncé de nouvelles réformes pour améliorer la qualité de vie dans la ville.
région,region,La région de Provence est célèbre pour ses champs de lavande.
môme,Kid,Le môme joue dans le parc.
raccrocher,to hang up,Je raccroche le téléphone après avoir parlé avec mon ami.
origine,origin,L'origine de cette coutume remonte à des siècles.
approche,approach,J'approche la fenêtre pour observer le paysage.
goutte,drop,Il y a une goutte d'eau sur la vitre.
mystère,mystery,Le mystère de ce vieux château intrigue les visiteurs.
exciter,excite,Vous excitez toujours beaucoup le public lors de vos discours.
grand-chose,big deal,Je n'ai pas fait grand-chose aujourd'hui.
cracher,to spit,Je crache sur le sol.
signaler,to report,Je signale un comportement suspect à la sécurité.
réduire,reduce,Je réduis la quantité de sucre dans ma boisson.
printemps,spring,Le printemps apporte des fleurs colorées dans tout le jardin.
vaincre,to conquer,Je vaincs les défis de la vie quotidienne.
foule,crowd,La foule se pressait devant la scène pour voir le spectacle.
fini,finished,J'ai fini mes devoirs.
ouest,West,Le soleil se couche à l'ouest.
royaume,kingdom,Le royaume médiéval attire de nombreux touristes.
studio,studio,J'habite dans un studio lumineux en plein centre-ville.
rembourser,to reimburse,Je rembourse mon ami après avoir emprunté de l'argent.
cents,hundreds,J'ai vu cinq cents oiseaux dans le parc.
venu,came,Je suis venu à la fête hier soir.
désert,desert,Le désert s'étendait à perte de vue.
puce,flea,J'ai trouvé une puce sur mon chien pendant le toilettage.
habit,suit,Il a acheté un habit élégant pour la cérémonie.
imagination,imagination,Elle a une imagination débordante.
poupée,doll,La poupée de ma petite sœur est très jolie.
bâtiment,building,Ce bâtiment abrite un musée renommé.
espion,spy,L'espion a recueilli des informations précieuses pour son pays.
ambulance,ambulance,L'ambulance est arrivée rapidement sur les lieux de l'accident.
vente,sale,La vente de cette maison a été conclue rapidement.
fichu,damned,Ce fichu ordinateur ne fonctionne pas correctement.
gérer,manage,Je gère mes projets avec beaucoup d'organisation.
divorcer,to divorce,Je divorce de mon conjoint.
interrompre,interrupt,Je n'interromps jamais mes collègues lorsqu'ils parlent.
préféré,favorite,"Mon film préféré est ""Inception."""
échanger,to exchange,Je vais échanger mon ancien téléphone contre un nouveau.
comte,Count,Le comte a accueilli ses invités avec beaucoup de grâce.
extraordinaire,extraordinary,Cette performance était extraordinaire.
sergent,Sergeant,Le sergent dirige son équipe avec beaucoup de professionnalisme.
enterrement,Burial,L'enterrement de mon oncle aura lieu demain.
suicide,suicide,Le suicide est un sujet grave qui nécessite une attention particulière de la part des professionnels de la santé.
monnaie,change,Je compte ma monnaie à la caisse après mes achats.
noyer,to drown,Je noie mon chagrin dans l'alcool.
chiffre,number,Le chiffre 7 est souvent considéré comme porte-bonheur.
vampire,vampire,Le vampire rôde dans l'ombre de la vieille ville.
conclure,to conclude,Je conclus que cette réunion a permis de trouver des solutions efficaces.
repérer,"to spot, to locate",Je repère la voiture rouge dans la foule.
fromage,cheese,J'aime le fromage dans mes sandwichs.
