professionnel,professional,Je suis un professionnel expérimenté dans ce domaine.
sous-titre,Subtitle,J'ai activé le sous-titre pour mieux comprendre le film.
danseur,dancer,Le danseur a captivé le public lors du spectacle de ballet.
attitude,attitude,Votre attitude positive vous ouvre de nombreuses portes.
quart,quarter,Il me reste un quart du gâteau.
déshabiller,to undress,Je me déshabille avant de me coucher.
achever,to finish,J'achève toujours mes devoirs avant de sortir.
vif,vivid,Il a un esprit vif et perspicace.
charme,charm,Elle possède un charme naturel qui attire l'attention de tous.
pompe,pump,La pompe est essentielle pour transférer l'eau du puits.
qu,that/which,Je pense qu'il va venir demain.
séance,session,La séance de cinéma était captivante.
neveu,nephew,Mon neveu est venu me rendre visite ce week-end.
robot,robot,Le robot effectue des tâches ménagères avec précision.
file,queue,Il y avait une longue file devant la billetterie.
absence,absence,Mon absence lors de la réunion a été remarquée par tout le monde.
pourrir,to rot,Je pourris mes fruits s'ils ne sont pas réfrigérés.
quiconque,whoever,Quiconque assiste à la conférence pourra bénéficier de conseils professionnels.
bah,well,"Bah, je ne sais pas vraiment quoi en penser."
régner,to reign,Je règne sur mon royaume avec sagesse.
parvenir,to manage to,Je parviens à terminer mon travail malgré la fatigue.
propriété,property,La propriété de mes grands-parents se trouve dans la campagne.
surface,surface,La surface du lac reflète magnifiquement le ciel.
huile,oil,J'utilise souvent de l'huile d'olive pour préparer mes plats.
instrument,instrument,Le violon est un instrument de musique apprécié pour sa douceur.
chérir,cherish,Je chéris les souvenirs de mon enfance.
exercice,exercise,Je fais de l'exercice tous les matins pour rester en forme.
blond,Blond,Mon frère est blond.
culture,culture,J'aime explorer la culture des différents pays.
honorer,to honor,Je vous honore pour votre dévouement et votre intégrité.
poète,poet,Le poète partage ses pensées à travers des vers inspirants.
royal,royal,Le château royal de Versailles attire des visiteurs du monde entier.
pilule,pill,Je prends ma pilule chaque matin pour mon traitement.
bienvenue,welcome,Nous vous souhaitons la bienvenue dans notre nouvelle école.
nôtres,ours,Ces responsabilités sont nôtres.
repousser,to repel,Vous repoussez les obstacles qui entravent votre succès.
facture,Invoice,J'ai vérifié la facture pour m'assurer qu'elle était correcte.
ceinture,belt,J'ai acheté une ceinture en cuir ce matin.
oublie,forget,Je n'oublie jamais mes clés.
kilo,kilogram,J'ai acheté un kilo de pommes au marché.
délicat,delicate,La situation est vraiment délicate.
associé,associate,Mon associé et moi avons lancé notre entreprise ensemble.
romantique,romantic,Je trouve ce sentiment vraiment romantique.
soucier,to worry,Je me soucie de l'avenir de notre planète.
proposition,proposal,La proposition de ce nouveau partenariat a été bien accueillie par l'équipe.
exposer,exhibit,J'expose mon projet devant la classe.
cave,cellar,Je descends dans la cave pour chercher quelques bouteilles de vin.
grouiller,to swarm,Je grouille d'idées pour mon nouveau projet.
intervenir,to intervene,Je vais intervenir pour calmer la situation.
instruction,instruction,L'instruction de base est essentielle pour le développement intellectuel.
jus,Juice,Je bois un jus d'orange tous les matins.
améliorer,to improve,J'améliore constamment ma méthode de travail.
compliquer,complicate,Je complique inutilement la situation.
bref,brief,Mon discours était bref mais percutant.
canon,cannon,Le canon a été utilisé pour défendre la forteresse.
piano,piano,Je joue du piano chaque jour.
compagnon,companion,Mon compagnon m'a accompagné lors de mon premier voyage en France.
cercueil,coffin,Le cercueil a été porté avec respect lors des funérailles.
indice,clue,L'indice trouvé sur la scène de crime a aidé la police à avancer dans l'enquête.
bourrer,to stuff,Je bourre le coussin de plumes pour qu'il soit bien moelleux.
